75,10.941534
76,10.922264
77,10.982077
78,10.99011
79,10.990868
80,11.006775
81,11.007949
82,10.986245
83,11.04263
84,10.977963
85,11.004996
86,10.989481
87,11.000131
88,11.025731
89,11.022884
90,10.975598
91,10.977544
92,10.963753
93,10.969424
94,10.949942
95,10.935019
96,11.068289
97,11.133174
98,11.060644
99,11.027717
100,11.004513
101,10.992584
102,11.043147
103,11.082569
104,11.03496
105,11.029472
106,11.085426
107,11.116423
108,11.064481
109,11.043292
110,11.070937
111,11.062431
112,11.116643
113,11.124767
114,11.1281595
115,11.240052
116,11.19196
117,11.098022
118,11.088146
119,11.260078
120,11.195002
121,11.056398
122,11.067691
123,11.158649
124,11.126808
125,11.08026
126,11.049149
127,11.051049
128,11.019766
129,11.031294
130,11.066867
131,11.045665
132,11.06704
133,10.946545
134,11.002077
135,11.065698
136,10.970676
137,10.986163
138,10.986621
139,10.965784
140,10.947365
141,11.00577
142,10.985932
143,11.002581
144,11.088548
145,11.166324
146,11.138547
147,11.094605
148,11.078088
149,11.155271
150,11.176356
151,11.237083
152,11.193713
153,11.247426
154,11.286741
155,11.257752
156,11.292839
157,11.266547
158,11.256921
159,11.242471
160,11.212741
161,11.255814
162,11.201106
163,11.207523
164,11.190282
165,11.103604
166,11.104688
167,11.0362015
168,11.001181
169,10.999165
170,10.926042
171,10.929259
172,10.922523
173,10.897291
174,10.895466
175,10.869608
176,10.872736
177,10.842771
178,10.881144
179,10.930389
180,10.852287
181,10.946031
182,10.954066
183,10.94543
184,11.020017
185,11.017146
186,11.021624
187,11.089111
188,11.141021
189,11.248294
190,11.267395
191,11.199114
192,11.31245
193,11.372147
194,11.328736
195,11.301272
196,11.2723
197,11.358918
198,11.27012
199,11.245324
200,11.261904
201,11.246829
202,11.295148
203,11.288709
204,11.317299
205,11.344781
206,11.216866
207,11.174439
208,11.102776
209,11.052884
210,10.978073
211,10.860852
212,10.812723
213,10.796838
214,10.802276
215,10.814934
216,10.823337
217,10.81785
218,10.89824
219,10.783483
220,10.764023
221,10.816197
222,10.849976
223,10.889162
224,10.967508
225,11.006458
226,11.016244
227,11.05472
228,11.0178795
229,11.109872
230,11.1170435
231,11.151482
232,11.164582
233,11.175658
234,11.249287
235,11.243724
236,11.266423
237,11.201906
238,11.347134
239,11.309448
240,11.256693
241,11.320709
242,11.300097
243,11.299217
244,11.384694
245,11.353124
246,11.324256
247,11.341628
248,11.345717
249,11.284746
250,11.2106495
251,11.163834
252,11.260875
253,11.117082
254,11.040709
255,10.972743
256,10.931868
257,10.891882
258,10.866948
259,10.871653
260,10.886282
261,10.855171
262,10.911932
263,10.939481
264,10.822516
265,10.927657
266,10.948861
267,10.923449
268,10.910824
269,10.968949
270,11.002995
271,10.998151
272,11.088817
273,11.075817
274,11.129031
275,11.166176
276,11.154085
277,11.222655
278,11.272756
279,11.340953
280,11.417136
281,11.452574
282,11.382853
283,11.330552
284,11.313525
285,11.320386
286,11.304311
287,11.3154745
288,11.340188
289,11.318584
290,11.294278
291,11.311663
292,11.42206
293,11.344248
294,11.089049
295,11.100207
296,11.163517
297,11.092906
298,11.03191
299,10.931194
300,10.859996
301,10.869394
302,10.899295
303,10.876224
304,10.883134
305,10.917946
306,10.878253
307,10.929662
308,10.910089
309,10.973672
310,10.966915
311,11.021882
312,11.107338
313,11.109409
314,11.111482
315,11.094633
316,11.096647
317,11.169628
318,11.148503
319,11.285168
320,11.335748
321,11.350077
322,11.3312235
323,11.397725
324,11.347057
325,11.308881
