year,month,XMXL WMASK mnthly
310, 2,  0.4723231E+04
310, 3,  0.6179843E+04
310, 4,  0.1054927E+05
310, 5,  0.2754959E+05
310, 6,  0.3475726E+05
310, 7,  0.3476215E+05
310, 8,  0.3033819E+05
310, 9,  0.2687744E+05
310,10,  0.2039424E+05
310,11,  0.1152732E+05
310,12,  0.6289602E+04
311, 1,  0.4212489E+04
311, 2,  0.4751117E+04
311, 3,  0.6190193E+04
311, 4,  0.1172482E+05
311, 5,  0.3114203E+05
311, 6,  0.4064007E+05
311, 7,  0.4288051E+05
311, 8,  0.3688641E+05
311, 9,  0.3097093E+05
311,10,  0.2310558E+05
311,11,  0.1171734E+05
311,12,  0.6314039E+04
312, 1,  0.4258321E+04
312, 2,  0.4789664E+04
312, 3,  0.6288935E+04
312, 4,  0.1230093E+05
312, 5,  0.3459527E+05
312, 6,  0.4771041E+05
312, 7,  0.4973911E+05
312, 8,  0.4324449E+05
312, 9,  0.3638095E+05
312,10,  0.2551617E+05
312,11,  0.1192408E+05
312,12,  0.6213740E+04
313, 1,  0.4289902E+04
313, 2,  0.4831499E+04
313, 3,  0.6362484E+04
313, 4,  0.1292892E+05
313, 5,  0.3926526E+05
313, 6,  0.5111773E+05
313, 7,  0.5722741E+05
313, 8,  0.4937218E+05
313, 9,  0.4137709E+05
313,10,  0.2907155E+05
313,11,  0.1207033E+05
313,12,  0.6295301E+04
314, 1,  0.4335539E+04
314, 2,  0.4887436E+04
314, 3,  0.6411789E+04
314, 4,  0.1250325E+05
314, 5,  0.4220304E+05
314, 6,  0.6002050E+05
314, 7,  0.6576406E+05
314, 8,  0.5508100E+05
314, 9,  0.4350085E+05
314,10,  0.2782079E+05
314,11,  0.1206797E+05
314,12,  0.6278094E+04
315, 1,  0.4356389E+04
315, 2,  0.4898795E+04
315, 3,  0.6492559E+04
315, 4,  0.1468795E+05
315, 5,  0.4835631E+05
315, 6,  0.6506059E+05
315, 7,  0.7476951E+05
315, 8,  0.6167374E+05
315, 9,  0.4494033E+05
315,10,  0.2852151E+05
315,11,  0.1290756E+05
315,12,  0.6326658E+04
316, 1,  0.4389364E+04
316, 2,  0.4911860E+04
316, 3,  0.6488664E+04
316, 4,  0.1507793E+05
316, 5,  0.5130657E+05
316, 6,  0.6879433E+05
316, 7,  0.8057449E+05
316, 8,  0.6477589E+05
316, 9,  0.4580070E+05
316,10,  0.2718970E+05
316,11,  0.1261613E+05
316,12,  0.6417575E+04
317, 1,  0.4373171E+04
317, 2,  0.4932656E+04
317, 3,  0.6524491E+04
317, 4,  0.1542807E+05
317, 5,  0.5450302E+05
317, 6,  0.7076576E+05
317, 7,  0.8010162E+05
317, 8,  0.6552239E+05
317, 9,  0.4710953E+05
317,10,  0.2837185E+05
317,11,  0.1309258E+05
317,12,  0.6493421E+04
318, 1,  0.4422584E+04
318, 2,  0.4946062E+04
318, 3,  0.6580869E+04
318, 4,  0.1657040E+05
318, 5,  0.5492720E+05
318, 6,  0.7270168E+05
318, 7,  0.8534391E+05
318, 8,  0.6585205E+05
318, 9,  0.4547278E+05
318,10,  0.2549145E+05
318,11,  0.1322498E+05
318,12,  0.6444231E+04
319, 1,  0.4363190E+04
319, 2,  0.4902150E+04
319, 3,  0.6552763E+04
319, 4,  0.1538938E+05
319, 5,  0.5526534E+05
319, 6,  0.7171862E+05
319, 7,  0.8116900E+05
319, 8,  0.6029345E+05
319, 9,  0.3940149E+05
319,10,  0.2344127E+05
319,11,  0.1292678E+05
319,12,  0.6541356E+04
320, 1,  0.4370033E+04
320, 2,  0.4903896E+04
320, 3,  0.6582451E+04
320, 4,  0.1506879E+05
320, 5,  0.5481016E+05
320, 6,  0.6930153E+05
320, 7,  0.7577109E+05
320, 8,  0.5594090E+05
320, 9,  0.3656010E+05
320,10,  0.2056444E+05
320,11,  0.1298030E+05
320,12,  0.6493040E+04
321, 1,  0.4353568E+04
321, 2,  0.4895712E+04
321, 3,  0.6514183E+04
321, 4,  0.1582267E+05
321, 5,  0.5178054E+05
321, 6,  0.6622788E+05
321, 7,  0.6887524E+05
321, 8,  0.5059030E+05
321, 9,  0.3250529E+05
321,10,  0.1968198E+05
321,11,  0.1312582E+05
321,12,  0.6437276E+04
322, 1,  0.4357927E+04
322, 2,  0.4897355E+04
322, 3,  0.6470720E+04
322, 4,  0.1518849E+05
322, 5,  0.5069195E+05
322, 6,  0.6160325E+05
322, 7,  0.5937337E+05
322, 8,  0.4317398E+05
322, 9,  0.2945021E+05
322,10,  0.1987762E+05
322,11,  0.1343004E+05
322,12,  0.6474221E+04
323, 1,  0.4307184E+04
323, 2,  0.4855790E+04
323, 3,  0.6418360E+04
323, 4,  0.1558837E+05
323, 5,  0.4547459E+05
323, 6,  0.5332468E+05
323, 7,  0.4790789E+05
323, 8,  0.3273756E+05
323, 9,  0.2488640E+05
323,10,  0.1847532E+05
323,11,  0.1317057E+05
323,12,  0.6471125E+04
324, 1,  0.4277996E+04
324, 2,  0.4804524E+04
324, 3,  0.6340109E+04
324, 4,  0.1480376E+05
324, 5,  0.4128117E+05
324, 6,  0.4805096E+05
324, 7,  0.4052429E+05
324, 8,  0.2759926E+05
324, 9,  0.2376312E+05
324,10,  0.1877252E+05
324,11,  0.1331224E+05
324,12,  0.6429041E+04
325, 1,  0.4254564E+04
325, 2,  0.4745958E+04
325, 3,  0.6275411E+04
325, 4,  0.1394325E+05
325, 5,  0.3478118E+05
325, 6,  0.3598811E+05
325, 7,  0.2583299E+05
325, 8,  0.2192592E+05
325, 9,  0.2065809E+05
325,10,  0.1705843E+05
325,11,  0.1324438E+05
325,12,  0.6585567E+04
326, 1,  0.4200342E+04
326, 2,  0.4711587E+04
326, 3,  0.6128070E+04
326, 4,  0.1357264E+05
326, 5,  0.2537059E+05
326, 6,  0.2435403E+05
326, 7,  0.2008961E+05
326, 8,  0.1708409E+05
326, 9,  0.1710926E+05
326,10,  0.1599687E+05
326,11,  0.1299797E+05
326,12,  0.6647128E+04
